Time(s);pressure(Pa);altitude(m);alt_filtered(m);velocity(m/s)
1318.524;159700;422.88506243830653;423.19046264216826;-0.5185578593073794
1318.823;159710;422.36187445067134;423.03541384223524;-1.1264954706762196
1318.923;159700;422.88506243830653;422.9227642951677;-0.27281562235036333
1319.223;159710;422.36187445067134;422.8409196084626;-2.7405726293644777
1319.323;159730;421.31557804434186;422.5668623455258;-1.9911425663253715
1319.423;159710;422.36187445067134;422.36774808889345;-1.0809446453672351
1319.623;159740;420.79246961964816;422.15155915981995;-3.7165318987001377
1319.723;159740;420.79246961964816;421.7799059699503;-2.700218481088268
1319.823;159740;420.79246961964816;421.5098841218411;-1.2465840244414008
1319.923;159730;421.31557804434186;421.38522571939706;-1.604851081075578
1320.024;159750;420.26938770992405;421.2231357602086;-2.634439704547605
1320.123;159750;420.26938770992405;420.962326229458;-0.1548164458730381
1320.423;159730;421.31557804434186;420.91588129569607;0.3740208787256261
1320.524;159740;420.79246961964816;420.9536574044473;-0.6258027955838018
1320.823;159760;419.7463323121624;420.7665423685676;-2.0746735953573077
1320.923;159750;420.26938770992405;420.5590750090321;-0.07620621924133869
1321.024;159740;420.79246961964816;420.5513781808887;-0.7788765289827209
1321.123;159760;419.7463323121624;420.4742694045193;-0.5602280531490443
1321.223;159740;420.79246961964816;420.41824659920445;0.3081375279306601
1321.323;159750;420.26938770992405;420.44906035199756;-0.6002464173165106
1321.524;159760;419.7463323121624;420.32841082211706;-0.16299682931704432
1321.623;159740;420.79246961964816;420.31227413601465;-0.5158217409890943
1321.923;159780;418.70030104054234;420.15752761371795;-1.821289681677077
1322.024;159750;420.26938770992405;419.97357735586877;-0.19119840538619404
1322.723;159780;418.70030104054234;419.8399296705038;-3.1163996416145894
1322.823;159780;418.70030104054234;419.5282897063419;-0.8339715380750103
1322.923;159760;419.7463323121624;419.4448925525345;-0.1514789473891309
1323.323;159780;418.70030104054234;419.38430097357883;-1.8704489253275327
1323.423;159780;418.70030104054234;419.19725608104625;-2.789041077890296
1323.523;159800;417.6543757807607;418.9183519732575;-3.456437342610857
1323.623;159800;417.6543757807607;418.5727082389959;-2.511248724798644
1323.723;159800;417.6543757807607;418.3215833665163;-2.5395148450615497
1323.823;159810;417.13145289780806;418.0676318820098;-1.8450655354427863
1323.923;159800;417.6543757807607;417.88312532846567;-0.6193393369837875
1324.024;159800;417.6543757807607;417.8205720554304;-1.1812747266271026
1324.123;159810;417.13145289780806;417.7036258574941;-2.279599334242248
1324.223;159820;416.6085565088146;417.4756659240701;0.4888403721394222
1324.323;159780;418.70030104054234;417.5245499612841;1.7850987911150789
1324.423;159800;417.6543757807607;417.70305984039544;-1.5475897723679213
1324.524;159820;416.6085565088146;417.54675327338646;-2.5914839946757207
1324.623;159820;416.6085565088146;417.29019635791315;-1.1490454762075832
1324.723;159810;417.13145289780806;417.1752918102925;-1.5497438075694165
1324.823;159830;416.08568661077817;417.02031742953534;-0.4109689356122644
1324.923;159800;417.6543757807607;416.97922053597415;0.4122049436487792
1325.024;159820;416.6085565088146;417.02085323528263;-1.8609794018263497
1325.123;159830;416.08568661077817;416.8366162745015;-0.33380545445886284
1325.524;159820;416.6085565088146;416.7027602872636;-1.704442282234733
1325.623;159840;415.5628432006966;416.53402050132206;-2.6557568948784644
1325.723;159840;415.5628432006966;416.26844481183446;-1.9295203281679785
1325.823;159840;415.5628432006966;416.0754927790174;-0.6870013912180748
1325.923;159830;416.08568661077817;416.00679263989565;1.6293113703718634
1326.024;159810;417.13145289780806;416.171353088303;2.6519845128223167
1326.123;159810;417.13145289780806;416.43389955507286;0.4776487111165376
1326.223;159830;416.08568661077817;416.48166442618447;-1.082830923667985
1326.323;159830;416.08568661077817;416.3733813338175;-1.5015999025367834
1326.423;159840;415.5628432006966;416.223221343564;-1.7879736387050085
1326.524;159840;415.5628432006966;416.042636006055;-2.76936870150373
1326.623;159860;414.5172358324136;415.76846850460566;-1.99194349600031
1326.723;159840;415.5628432006966;415.5692741550058;-1.4472316632245148
1326.823;159860;414.5172358324136;415.42455098868317;-0.8787643405542974
1327.024;159850;415.0400262755725;415.24791935623193;0.0735385982311066
1327.223;159840;415.5628432006966;415.2625535372799;0.05316177446927596
1327.423;159850;415.0400262755725;415.2731858921738;-2.046698731299576
1327.524;159870;413.9944718682177;415.06646932031276;-3.68301968947556
1327.623;159880;413.47173437998754;414.7018503710541;-2.6491117315329338
1327.723;159870;413.9944718682177;414.43693919790104;-0.4951914136579555
1327.823;159860;414.5172358324136;414.3874200565352;-0.35977762152673204
1327.923;159870;413.9944718682177;414.35144229438254;0.4489218041414088
1328.024;159850;415.0400262755725;414.39678339660077;0.11017471246868443
1328.323;159870;413.9944718682177;414.4297256356289;-0.2365499445917298
1328.524;159860;414.5172358324136;414.38217909676604;-0.34893517720482004
1328.623;159870;413.9944718682177;414.3476345142227;-0.2509810832995081
1328.723;159860;414.5172358324136;414.3225364058928;-0.18234843074171883
1328.823;159870;413.9944718682177;414.3043015628186;-0.8472524503442603
1328.923;159870;413.9944718682177;414.21957631778423;-1.3171260370039237
1329.024;159880;413.47173437998754;414.086546588047;-2.4201475613686636
1329.123;159890;412.9490233647259;413.8469519794711;-1.740756726113537
1329.223;159880;413.47173437998754;413.6728763068599;-0.27501881417287566
1329.423;159880;413.47173437998754;413.6178725440253;-1.1032890030530533
1329.524;159890;412.9490233647259;413.5064403547171;-0.8177800456669968
1329.623;159880;413.47173437998754;413.4254801301959;-0.5882104619155036
1329.723;159890;412.9490233647259;413.3666590840044;-2.5713398361806576
1329.823;159910;411.90368074111893;413.109525100386;-2.5828477169734088
1329.923;159900;412.42633881943544;412.8512403286889;-1.8579690195475136
1330.024;159910;411.90368074111893;412.6635854577148;-2.099006290472104
1330.123;159910;411.90368074111893;412.45578383495774;-1.5097671632170293
1330.223;159910;411.90368074111893;412.3048071186362;-0.38228626739117005
1330.323;159900;412.42633881943544;412.266578491897;0.4368765529384854
1330.423;159900;412.42633881943544;412.3102661471908;0.3142667279186744
1330.524;159900;412.42633881943544;412.34200708671057;-0.4889013734037419
1330.623;159910;411.90368074111893;412.2936058507435;-1.7808669476482062
1330.723;159920;411.381049126789;412.11551915597886;-1.2938755741827745
1330.823;159910;411.90368074111893;411.9861315985604;-0.22546803039708763
1330.923;159910;411.90368074111893;411.9635847955207;-0.4614932756305734
1331.423;159940;410.3358652780946;411.73283815770543;-3.074862847817784
1331.524;159930;410.85844397344334;411.4222770100762;-1.557417745701095
1331.623;159930;410.85844397344334;411.26809265325153;-0.4056635034366133
1331.723;159920;411.381049126789;411.2275263029079;-0.2947317873055753
1331.823;159930;410.85844397344334;411.1980531241773;-0.21413517783306737
1331.923;159920;411.381049126789;411.176639606394;-0.15403793409676764
1332.024;159930;410.85844397344334;411.16108177505026;-1.557677703346556
1332.123;159940;410.3358652780946;411.0068716824187;-0.4058504850181915
1332.223;159920;411.381049126789;410.9662866339169;0.4196476073633408
1332.323;159930;410.85844397344334;411.0082513946533;-0.5592909610166027
1332.524;159940;410.3358652780946;410.8958339114891;-1.5467435038788568
1332.623;159940;410.3358652780946;410.74270630460484;-0.5562685930654411
1332.823;159940;410.3358652780946;410.6314525859917;-1.4684747765168407
1333.024;159970;408.7682879100671;410.33628915591214;-3.609504874211892
1333.123;159960;409.29078724939393;409.9789481733646;-1.8818274659463503
1333.223;159960;409.29078724939393;409.7907654267701;-1.3672276843753473
1333.323;159960;409.29078724939393;409.6540426583324;-0.49420351152611375
1333.524;159960;409.29078724939393;409.55470775251575;-0.7290003393037644
1333.623;159960;409.29078724939393;409.48253671892456;-0.2477519988393624
1334.123;159970;408.7682879100671;409.3586607195049;-2.32878914299063
1334.223;159980;408.24581501675306;409.12578180520603;-2.4063349340924702
1334.323;159980;408.24581501675306;408.88514831179646;-1.7483046662470072
1334.423;159980;408.24581501675306;408.7103178451719;-0.5503436722582227
1334.524;159970;408.7682879100671;408.6547331342739;-0.407925821962256
1334.623;159980;408.24581501675306;408.61434847789957;-1.007782286306231
1334.723;159980;408.24581501675306;408.51357024926904;-0.7321966899702618
1334.823;159980;408.24581501675306;408.4403505802719;0.09074554668086877
1335.024;159970;408.7682879100671;408.45859043515475;-0.5876910353107216
1335.123;159990;407.7233685664742;408.4004090226589;-1.137083288135056
1335.223;159980;408.24581501675306;408.2867006938455;-0.11180493898435297
1335.323;159980;408.24581501675306;408.27552019994704;-0.7511759937029848
1335.524;160000;407.2009485562333;408.1245338252129;-1.1080608322586754
1335.623;159980;408.24581501675306;408.0148358028191;-0.08270450847199545
1335.723;159990;407.7233685664742;408.0065653519719;-0.06008834266245673
1335.823;159980;408.24581501675306;408.00055651770566;-0.043656736381802744
1335.923;159990;407.7233685664742;407.9961908440675;-0.7386662409358092
1336.024;159990;407.7233685664742;407.92158555373305;-1.2690277161806287
1336.123;160000;407.2009485562333;407.79595180983097;-0.7804476617096392
1336.423;160010;406.6785549830429;407.5618175113181;-0.9770168066776114
1336.524;159990;407.7233685664742;407.4631388138438;-0.0013470219484821575
1336.723;160000;407.2009485562333;407.46287075647604;-1.4305079569291859
1336.823;160010;406.6785549830429;407.3198199607829;-1.7535869969161728
1336.923;160010;406.6785549830429;407.14446126109146;-1.2614411186311303
1337.024;160010;406.6785549830429;407.01705570810987;-0.9350055812623748
1337.123;160010;406.6785549830429;406.92449015556474;-2.100943939865011
1337.223;160030;405.63384713584423;406.71439576157843;-2.240651107870589
1337.323;160020;406.15618784390574;406.49033065079107;-1.6279283202940205
1337.423;160030;405.63384713584423;406.3275378187618;-1.17104867053245
1337.524;160020;406.15618784390574;406.20926190303817;-0.8680048768878964
1337.623;160030;405.63384713584423;406.1233294202261;-0.669262940365759
1337.823;160030;405.63384713584423;405.98947683215295;-0.9724959771884619
1337.923;160030;405.63384713584423;405.8922272344342;0.007554615832417118
1338.024;160020;406.15618784390574;405.89299025063326;-0.7157677533033913
1338.123;160040;405.1115328558611;405.8221292430561;-3.3713779544259492
1338.223;160060;404.0669835681804;405.4849914476138;-3.163567044125789
1338.323;160050;404.58924500096896;405.1686347432008;-0.15611324688748585
1338.423;160030;405.63384713584423;405.1530234185121;-0.05671145652427033
1338.623;160050;404.58924500096896;405.1416811272072;-1.510677865197418
1338.723;160050;404.58924500096896;404.9906133406876;0.3306995800342101
1338.823;160030;405.63384713584423;405.0236832986911;0.24026730888885164
1338.923;160050;404.58924500096896;405.04771002957995;-1.9483052800737553
1339.024;160060;404.0669835681804;404.8509311962927;-0.72279225018329
1339.123;160040;405.1115328558611;404.77937476352446;0.19419354006874454
1339.223;160050;404.58924500096896;404.7987941175313;-0.28651385836916765
1339.423;160050;404.58924500096896;404.74149134585747;-0.41220693657116514
1339.524;160050;404.58924500096896;404.6998584452638;-0.3055360893479428
1339.623;160050;404.58924500096896;404.66961037241833;-0.9338465687787301
1339.723;160060;404.0669835681804;404.57622571554055;0.03563833541301987
1339.823;160040;405.1115328558611;404.57978954908185;0.36814637908404013
1340.024;160050;404.58924500096896;404.65378697127767;-0.17827761654663243
1340.123;160050;404.58924500096896;404.6361374872395;-0.8423124631646872
1340.223;160060;404.0669835681804;404.55190624092313;-0.6630286410053456
1340.423;160060;404.0669835681804;404.41930051272203;-0.13763385856455068
1341.123;160060;404.0669835681804;404.32295681172684;-0.08749724509805432
1341.923;160060;404.0669835681804;404.2529590156484;-2.624347926056221
1342.024;160090;402.5003577725764;403.987899875117;-4.108883867127609
1342.123;160090;402.5003577725764;403.58112037227073;-1.2231210244804398
1342.423;160100;401.9782019983376;403.21418406492666;-2.6395527955947724
1342.524;160090;402.5003577725764;402.9475892325719;-0.6643673479639571
1342.923;160110;401.45607263127516;402.6825066607342;-1.9068689294390628
1343.024;160090;402.5003577725764;402.48991289886106;-1.4134096831222023
1343.123;160110;401.45607263127516;402.34998534023174;-1.016633221842441
1343.223;160090;402.5003577725764;402.2483220180476;-0.738627271050079
1343.323;160110;401.45607263127516;402.1744592909425;-2.6783467804235017
1343.423;160120;400.93396966839657;401.9066246129004;-0.5129653136768293
1343.524;160090;402.5003577725764;401.8548151162191;0.3408553078916709
1343.623;160110;401.45607263127516;401.8885597917004;-1.1826684556006581
1343.723;160110;401.45607263127516;401.77029294614044;0.18889665926437868
1344.024;160090;402.5003577725764;401.827150840579;-0.3038060587109661
1344.123;160120;400.93396966839657;401.7970740407666;-0.9324577317553872
1344.223;160100;401.9782019983376;401.7038282675911;-1.3912988813977227
1344.323;160130;400.4118931067244;401.56469837945116;-1.0108378065039103
1344.423;160100;401.9782019983376;401.46361459880086;0.686412683289016
1344.524;160110;401.45607263127516;401.53294227981297;-0.9334046256254239
1344.623;160120;400.93396966839657;401.4405352218759;-1.0495350201259612
1344.823;160130;400.4118931067244;401.23062821785066;-1.5250636535065725
1344.923;160120;400.93396966839657;401.07812185250015;-1.0970530714736522
1345.024;160130;400.4118931067244;400.96731949228143;-1.534196921952249
1345.123;160130;400.4118931067244;400.8154339970079;-0.1948420166604149
1345.323;160120;400.93396966839657;400.7764655936758;-0.28312202269288095
1345.423;160130;400.4118931067244;400.74815339140656;-0.9195288738143695
1345.523;160130;400.4118931067244;400.6562005040252;0.045751851158053226
1345.623;160120;400.93396966839657;400.660775689141;-0.3402759620765686
1345.823;160140;399.88984294327605;400.5927204967257;-0.4027595330418539
1346.123;160130;400.4118931067244;400.47189263681315;-1.5916222878334716
1346.223;160150;399.3678191750592;400.31273040802995;-2.5839303702706493
1346.323;160150;399.3678191750592;400.05433737100253;-1.8773353034106344
1346.423;160150;399.3678191750592;399.86660384066164;-2.0571132191500014
1346.524;160160;398.8458217991012;399.6588354055277;-1.5247737788047784
1346.623;160150;399.3678191750592;399.5078828014258;-0.420677908838596
1347.223;160180;397.801906212017;399.2554760561227;-3.974895349362248
1347.323;160180;397.801906212017;398.8579865211859;-1.4605979285882638
1347.423;160160;398.8458217991012;398.7119267283272;0.36614607566467944
1347.523;160160;398.8458217991012;398.74854133589366;-0.4476636369360708
1347.623;160170;398.32385081241466;398.7037749722;-0.3252466704762585
1347.723;160160;398.8458217991012;398.6712503051524;0.47737879417573725
1347.823;160160;398.8458217991012;398.71898818457004;0.3468359959370872
1347.923;160160;398.8458217991012;398.7536717841637;-0.4571220109687385
1348.024;160170;398.32385081241466;398.7075024610559;-1.7805781357243795
1348.123;160180;397.801906212017;398.5312252256189;-0.6647924457906682
1348.423;160180;397.801906212017;398.33178749188176;-0.728070987882516
1348.524;160170;398.32385081241466;398.2582523221057;-0.5396608903673255
1348.623;160180;397.801906212017;398.20482589395925;-1.8154261575716104
1348.723;160190;397.27998799493076;398.02328327820226;-2.0325964910865206
1348.823;160190;397.27998799493076;397.8200236290933;-0.7631556118901819
1348.923;160180;397.801906212017;397.7437080679044;-1.2554862566235006
1349.024;160200;396.75809615817826;397.61690395598555;-0.9305917175234094
1349.123;160180;397.801906212017;397.5247753759506;0.014740932421093436
1349.423;160190;397.27998799493076;397.5291976556769;-1.3812460890191223
1349.524;160200;396.75809615817826;397.38969180068614;-1.0238074399635555
1349.623;160190;397.27998799493076;397.2883348641296;-2.163445280332588
1349.723;160220;395.71439161373473;397.0719903360965;-2.2854111148345253
1349.823;160200;396.75809615817826;396.84344922461275;0.48017177392396676
1349.923;160190;397.27998799493076;396.8914664020051;1.0519221051178274
1350.024;160190;397.27998799493076;396.9977105346219;-0.66182560701446
1350.123;160210;396.2362306987721;396.93218979952735;-3.330124075598251
1350.223;160230;395.19257890008856;396.5991773919678;-1.7059367181991012
1350.323;160200;396.75809615817826;396.4285837201477;1.6146524946126326
1350.423;160190;397.27998799493076;396.5900489696088;0.4550234247855781
1350.524;160210;396.2362306987721;396.6360063355121;-0.3656241972835289
1350.823;160210;396.2362306987721;396.52668470052424;-0.7942681704987938
1350.923;160210;396.2362306987721;396.44725788347444;-1.2777956330901992
1351.024;160220;395.71439161373473;396.3182005245325;-0.2263803555364121
1351.123;160200;396.75809615817826;396.29578886933433;-0.162830206244428
1351.223;160220;395.71439161373473;396.2795058487099;-0.8318431159312942
1351.323;160210;396.2362306987721;396.19632153711666;-1.3178373279971018
1351.423;160230;395.19257890008856;396.06453780431707;-3.0671966839426257
1351.524;160240;394.67079255485595;395.7547509392392;-0.9913595971257353
1351.823;160240;394.67079255485595;395.4583344196984;-1.4401602000556888
1351.923;160230;395.19257890008856;395.314318399693;-0.3296096614229076
1352.024;160230;395.19257890008856;395.2810278238893;-0.9649515812862569
1352.123;160240;394.67079255485595;395.1854976173418;-1.407499452103168
1352.223;160240;394.67079255485595;395.0447476721316;-1.736004035402535
1352.323;160250;394.1490325750643;394.87114726859113;-1.9746765858213617
1352.423;160250;394.1490325750643;394.6736796100092;-2.126778513785162
1352.524;160260;393.62729895772134;394.4588749801171;-1.5764110992805551
1352.623;160250;394.1490325750643;394.3028102812881;-0.42051662793009703
1352.723;160250;394.1490325750643;394.2607586184951;-0.30552321392421317
1352.823;160250;394.1490325750643;394.23020629710265;0.49142021709985
1352.923;160240;394.67079255485595;394.2793483188126;0.17851884342231222
1353.123;160250;394.1490325750643;394.31505208749707;0.12970153179648383
1353.323;160240;394.67079255485595;394.34099239385637;-0.524892422671337
1353.423;160260;393.62729895772134;394.2885031515893;-2.4964712995550347
1353.524;160270;393.1055916998641;394.0363595503345;-3.291456501404779
1353.623;160280;392.5839107985102;393.7105053566949;-1.5403784992201304
1353.823;160280;392.5839107985102;393.4024296568508;-2.238300977819325
1353.923;160280;392.5839107985102;393.1785995590691;-0.9038942064363056
1354.024;160270;393.1055916998641;393.0873062442191;-2.110860674604016
1354.123;160300;391.54062805341175;392.878331037433;-1.5182937502904845
1354.223;160270;393.1055916998641;392.7265016624041;-0.19494466942485475
1354.423;160290;392.0622562506869;392.6875127285191;0.4257946073115165
1354.524;160260;393.62729895772134;392.7305179838575;0.3156075447580613
1354.623;160290;392.0622562506869;392.7617631307886;-1.1996021612440697
1354.723;160280;392.5839107985102;392.6418029146643;-0.8715619868291402
1354.823;160290;392.0622562506869;392.5546467159813;0.08006085313532373
1354.923;160270;393.1055916998641;392.5626528012948;0.7637814694491639
1355.024;160280;392.5839107985102;392.6397947297091;-1.595238480561969
1355.123;160300;391.54062805341175;392.4818661201332;-1.8606701819686446
1355.223;160290;392.0622562506869;392.2957991019365;0.07461129246042954
1355.323;160280;392.5839107985102;392.30326023118255;0.054208277042043125
1355.423;160290;392.0622562506869;392.30868105888675;-0.667195099872214
1355.524;160290;392.0622562506869;392.24129435379973;0.22591777659784723
1355.623;160280;392.5839107985102;392.26366021368295;-0.5507181569350229
1355.723;160300;391.54062805341175;392.2085883979895;-1.8265874722053559
1355.823;160300;391.54062805341175;392.0259296507687;-0.44236449322707544
1356.123;160300;391.54062805341175;391.8932203028006;-0.12548710544362496
1356.323;160290;392.0622562506869;391.8681228817119;-0.18234343764236868
1356.423;160300;391.54062805341175;391.84988853794766;-0.8373226761295928
1356.524;160300;391.54062805341175;391.76531894765867;-2.0613709602109695
1356.623;160320;390.49745069862996;391.56124322259745;-2.195876547933445
1356.723;160310;391.019026203717;391.3416555678043;-2.30850527711849
1356.823;160330;389.97590153517314;391.11080504009215;-1.677227259954568
1356.923;160310;391.019026203717;390.94308231409684;-0.5004647076111999
1357.024;160320;390.49745069862996;390.89253537862817;-0.3709545280632153
1357.123;160310;391.019026203717;390.85581088034985;-0.2668190981890046
1357.223;160320;390.49745069862996;390.829128970531;-1.6201065962923802
1357.323;160330;389.97590153517314;390.6671183109015;-0.46393274673320223
1357.423;160310;391.019026203717;390.62072503622824;1.0784003005362515
1357.524;160310;391.019026203717;390.7296434665823;-1.3616000233417223
1357.623;160340;389.45437871036887;390.5948450642712;-2.4056188940402587
1357.723;160330;389.97590153517314;390.3542831748674;0.3915383077759659
1357.823;160310;391.019026203717;390.39343700564507;-0.4286023343494695
1357.923;160340;389.45437871036887;390.35057677221016;-0.8169068546587546
1358.223;160340;389.45437871036887;390.1055047158126;-2.493588271818803
1358.323;160350;388.9328822212544;389.85614588863035;-0.1918003889168961
1358.524;160320;390.49745069862996;389.8175940104581;1.1575872059199352
1358.623;160330;389.97590153517314;389.93219514384435;-0.5935531734649826
1358.723;160340;389.45437871036887;389.8728398264979;0.28186595564439104
1358.823;160320;390.49745069862996;389.9010264220624;-1.2212475073169764
1358.923;160360;388.4114120648521;389.7789016713308;-1.5845503268184664
1359.024;160330;389.97590153517314;389.6188620883223;-0.4542990694404363
1359.123;160350;388.9328822212544;389.57388648044764;-2.465873596021848
1359.223;160360;388.4114120648521;389.3272991208457;-2.5045615896425426
1359.323;160360;388.4114120648521;389.0768429618811;-2.5326340620211183
1359.423;160370;387.8899682381893;388.8235795556792;-0.3756889334930332
1359.723;160350;388.9328822212544;388.7108728756313;1.3201367019683128
1359.823;160340;389.45437871036887;388.8428865458283;-0.4668276498232143
1359.923;160370;387.8899682381893;388.79620378084604;-3.159501348659528
1360.024;160380;387.3685507382934;388.4770941446318;-2.34188607884406
1360.123;160370;387.8899682381893;388.24524742282586;-0.25857392369824406
1360.223;160360;388.4114120648521;388.21939003045605;-0.18786495219930494
1360.323;160370;387.8899682381893;388.2006035352361;0.5765076761582136
1360.423;160350;388.9328822212544;388.25825430285187;0.5659104487908585
1360.623;160360;388.4114120648521;388.37143639261006;-0.6036470904063923
1360.723;160370;387.8899682381893;388.3110716835695;-1.864466393092542
1360.823;160380;387.3685507382934;388.12462504426;-2.0675416834986367
1360.923;160380;387.3685507382934;387.9178708759103;-1.4872841202833726
1361.024;160380;387.3685507382934;387.76765517976185;-2.54255359339811
1361.123;160400;386.32579470693616;387.515942374015;-1.1158730253110807
1361.223;160370;387.8899682381893;387.404355071484;-0.09787363220241622
1361.323;160390;386.84715956220157;387.39456770826376;-2.2097840542542917
1361.423;160400;386.32579470693616;387.17358930283854;-1.1591788348303773
1361.623;160400;386.32579470693616;386.9417535358724;-1.6843854421379632
1361.723;160400;386.32579470693616;386.77331499165876;0.10098474197261544
1361.923;160380;387.3685507382934;386.7935119400533;0.8510841544405948
1362.024;160390;386.84715956220157;386.8794714396517;-0.08925176083674868
1362.123;160390;386.84715956220157;386.87063551532884;-0.7770523244870693
1362.223;160400;386.32579470693616;386.7929302828802;-0.5645615602240043
1362.323;160390;386.84715956220157;386.73647412685773;0.30267759335827366
1362.423;160390;386.84715956220157;386.76674188619353;-1.9185506375925283
1362.523;160420;385.2831439470189;386.57488682243445;-0.9398612664449487
1362.823;160410;385.8044561695345;386.2929284425008;-2.0485475414945298
1362.923;160420;385.2831439470189;386.0880736883515;-2.1793470514686577
1363.024;160420;385.2831439470189;385.86795963615344;-0.8953925120081883
1363.123;160410;385.8044561695345;385.7793157774645;0.06874828060524009
1363.223;160410;385.8044561695345;385.786190605525;-1.3755826993415772
1363.323;160430;384.76185803642653;385.64863233559066;-1.7122029443082394
1363.423;160420;385.2831439470189;385.47741204116;-0.6219941278074266
1363.623;160430;384.76185803642653;385.3530132155985;-0.19102675959817683
1363.723;160410;385.8044561695345;385.3339105396387;0.5739585716489856
1363.823;160420;385.2831439470189;385.39130639680366;0.20746532916273094
1364.024;160410;385.8044561695345;385.4330069279653;0.30603241746795035
1364.123;160420;385.2831439470189;385.4633041372947;0.2201221105771948
1364.223;160410;385.8044561695345;385.4853163483524;0.15992807468797773
1364.323;160420;385.2831439470189;385.5013091558212;-1.3093367012482389
1364.423;160430;384.76185803642653;385.3703754856965;-1.6475608251695615
1364.524;160430;384.76185803642653;385.2039718423546;-0.5012581823672686
1364.623;160420;385.2831439470189;385.15434728230014;-0.3605435331318045
1364.723;160430;384.76185803642653;385.118292928987;-0.9746978465003967
1364.823;160430;384.76185803642653;385.0208231443368;-1.4208711020235532
1364.923;160440;384.2405984347898;384.8787360341346;-0.3441077608109851
1365.223;160430;384.76185803642653;384.7755037058913;-2.175342197029851
1365.323;160460;383.1981581465069;384.55796948618803;-1.5804786191105955
1365.423;160430;384.76185803642653;384.3999216242771;-1.1369157736506839
1365.524;160460;383.1981581465069;384.2850931311385;-1.5626156580802129
1365.623;160440;384.2405984347898;384.13039418098833;0.3013617664774314
1365.723;160440;384.2405984347898;384.16053035763605;0.21895213965960608
1365.823;160440;384.2405984347898;384.18242557160204;-0.5535976556847605
1365.923;160450;383.71936513913585;384.1270658060336;-0.3716293123345427
1366.223;160450;383.71936513913585;384.01557701233327;-0.09733780344775277
1366.323;160440;384.2405984347898;384.0058432319885;-0.7833597867399097
1366.423;160460;383.1981581465069;383.92750725331456;-1.26912861043676
1366.524;160450;383.71936513913585;383.7993252636606;-1.660505496268717
1366.623;160470;382.67697745392536;383.6349352195297;-1.1943635824189363
1366.723;160450;383.71936513913585;383.51549886128794;0.5574875696525294
1366.823;160450;383.71936513913585;383.57124761825327;-0.5075647154198997
1367.024;160470;382.67697745392536;383.46922711045397;-1.088676322928788
1367.223;160470;382.67697745392536;383.25258052219107;-2.2865974167430707
1367.323;160480;382.1558230584383;383.02392078051645;-1.6613102676948632
1367.423;160470;382.67697745392536;382.8577897537471;-1.195061942269942
1367.524;160480;382.1558230584383;382.737088497578;-1.6055694701478582
1367.623;160480;382.1558230584383;382.5781371200331;-1.1548493567152307
1367.723;160480;382.1558230584383;382.4626521843617;-0.8390471710913439
1367.823;160480;382.1558230584383;382.3787474672524;0.10296436474229992
1367.923;160470;382.67697745392536;382.38904390372664;-1.3368512816223745
1368.024;160500;381.1135931468568;382.25402192428294;-2.430395743721339
1368.123;160490;381.63469495706806;382.01341274565414;-1.03563209066218
1368.223;160490;381.63469495706806;381.909849536588;-2.1773866504394017
1368.323;160510;380.5925176248367;381.6921108715438;-0.8694321355280812
1368.423;160480;382.1558230584383;381.60516765799105;0.07998074571704358
1368.524;160500;381.1135931468568;381.61324571330846;-1.380138663608595
1368.623;160500;381.1135931468568;381.476611985611;-0.2802062209601947
1368.723;160490;381.63469495706806;381.448591363515;0.6425295234873001
1369.024;160470;382.67697745392536;381.6419927500846;2.139065847583149
1369.123;160480;382.1558230584383;381.8537602689957;0.11348140191624996
1369.223;160490;381.63469495706806;381.8651084091873;-2.055038694508123
1369.323;160510;380.5925176248367;381.6596045397362;-2.91802890147191
1369.423;160510;380.5925176248367;381.3678016495893;-0.6882338630265155
1369.524;160490;381.63469495706806;381.2982900294237;-1.22975304827806
1369.623;160520;380.0714683880451;381.176544477644;-2.3094891028470643
1369.723;160510;380.5925176248367;380.9455955673595;-0.2530580409429562
1369.823;160500;381.1135931468568;380.92028976326515;-1.6086695641618995
1369.923;160530;379.550445433524;380.7594228068491;-1.862600818536509
1370.024;160510;380.5925176248367;380.5713001241771;0.7782634502755312
1370.123;160500;381.1135931468568;380.64834820575453;-0.8650250556902301
1370.223;160530;379.550445433524;380.5618457001856;-1.3409374655957331
1370.323;160510;380.5925176248367;380.42775195362583;-0.974248096153223
1370.423;160530;379.550445433524;380.3303271440106;-0.710128355035929
1370.623;160520;380.0714683880451;380.1883014730034;-0.31948880058082024
1370.723;160520;380.0714683880451;380.1563525929453;0.48030183454548436
1370.823;160510;380.5925176248367;380.20438277639994;-0.3634283908960364
1370.923;160530;379.550445433524;380.16803993731037;-0.9668021953069453
1371.024;160520;380.0714683880451;380.0703929155845;0.002970666467469566
1371.123;160520;380.0714683880451;380.07068701156476;0.2381869225864251
1371.423;160510;380.5925176248367;380.1421430883407;-1.6178977232866536
1371.523;160550;378.50847835941744;379.98035331601216;-2.6002836372883618
1371.623;160530;379.550445433524;379.72032495228297;-0.15484941247812833
1371.923;160530;379.550445433524;379.67387012853953;0.3748740491668058
1372.023;160520;380.0714683880451;379.7113575334562;-0.5761532352845333
1372.223;160550;378.50847835941744;379.59612688639925;-0.9216341210301273
1372.623;160560;377.9875342339163;379.2274732379871;-1.6953529274032473
1372.823;160560;377.9875342339163;378.8884026525064;-1.733872955867071
